"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Index Keywords","Funding Details"
"Meireles P.D.S.; Pereira D.S.S.; Melo M.A.F.; Braga R.M.; Freitas J.C.O.; Melo D.M.A.; Silvestre F.R.S.","Meireles, Petrucia D.S. (57207863418); Pereira, Dennys S.S. (56622276300); Melo, Marcus A.F. (7102354647); Braga, Renata M. (55210068400); Freitas, Julio C.O. (36016617500); Melo, Dulce M.A. (9841064200); Silvestre, F.R.S. (57207862447)","57207863418; 56622276300; 7102354647; 55210068400; 36016617500; 9841064200; 57207862447","Technical evaluation of calcium sulphate α-hemihydrate in oilwell application: An alternative to reduce the environmental impacts of Portland cement","2019","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063114862&doi=10.1016%2fj.jclepro.2019.02.120&partnerID=40&md5=d15ff6c2a57d3efe236fa3ed929d424d","Absorption spectroscopy; Additives; Agglomeration; Calcium compounds; Carbon dioxide; Cement industry; Cementing (shafts); Compressive strength; Driers (materials); Energy utilization; Greenhouse gases; Oil well cementing; Oil wells; Petroleum industry; Portland cement; Scanning electron microscopy; Sodium borate; Sulfur compounds; Calcium sulfate; Cement production; Materials extraction; Superplasticizers; Technical evaluation; Technological properties; Thermal characterization; X ray fluorescence; Environmental impact","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Barros T.; Takahasi C.; Aquino V.; Filho P.S.; Ribeiro R.; Neto J.A.; Batista C.; Silva P.V.; Cavalcante E.; Batista T.","Barros, Tiago (57206663392); Takahasi, Claudio (57208101394); Aquino, Vitor (57211615208); Filho, Paulo Serra (57208103856); Ribeiro, Ramon (57206662637); Neto, João Alexandre (58433376300); Batista, César (57206660384); Silva, Pedro Victor (57213138386); Cavalcante, Everton (54893538400); Batista, Thais (36812228000)","57206663392; 57208101394; 57211615208; 57208103856; 57206662637; 58433376300; 57206660384; 57213138386; 54893538400; 36812228000","A Multi-Radio Gateway Architecture and Implementation for Consumer Electronics","2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063782594&doi=10.1109%2fICCE.2019.8661957&partnerID=40&md5=4f7e16e74f0440c4b06a33b306c1a1ed","Internet of things; Communication range; Consumer electronics applications; Gateway architecture; Internet of Things (IOT); Multi-radio; Open sources; Gateways (computer networks)","Brazilian National Institute of Science and Technology for Software Engineering, (INES 2.0); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (465614/2014-0)"
"Schwanke A.J.; Balzer R.; Pergher S.","Schwanke, Anderson Joel (55672910200); Balzer, Rosana (55848142300); Pergher, Sibele (6603107199)","55672910200; 55848142300; 6603107199","Degradation of volatile organic compounds with catalysts-containing zeolite and ordered mesoporous silica","2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063809236&doi=10.1007%2f978-3-319-68255-6_71&partnerID=40&md5=b57852dac8e903b0934bd437da1f08ab","Catalysts; Mesoporous materials; Silica; Transition metals; Volatile organic compounds; Zeolites; Atmospheric pollutants; Catalytic system; Efficient strategy; Energy cost; High surface area; Morphological control; Ordered mesoporous silicas; Toxic by-products; Catalytic oxidation",""
"Santos G.L.; Endo P.T.; Monteiro K.H.C.; Rocha E.D.S.; Silva I.; Lynn T.","Santos, Guto Leoni (57195960665); Endo, Patricia Takako (36160299900); Monteiro, Kayo Henrique de Carvalho (57206669777); Rocha, Elisson da Silva (57201277232); Silva, Ivanovitch (36537969500); Lynn, Theo (25825321500)","57195960665; 36160299900; 57206669777; 57201277232; 36537969500; 25825321500","Accelerometer-based human fall detection using convolutional neural networks","2019","165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064532574&doi=10.3390%2fs19071644&partnerID=40&md5=bb0639c4445e884e08a64cf2a10ec75c","Accidental Falls; Algorithms; Biosensing Techniques; Deep Learning; Humans; Machine Learning; Neural Networks (Computer); Accelerometers; Accident prevention; Convolution; Fog computing; Health; Neural networks; Open Data; Sensors; Computing environments; Convolutional neural network; Correlation coefficient; Data augmentation; Global public health; Health research; Human fall detection; Training process; algorithm; artificial neural network; falling; genetic procedures; human; machine learning; procedures; Deep learning","IIDB; Irish Institute of Digital Business; World Technology Universities Network; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, (001)"
"Rodrigues Barbosa J.F.; Galvao Madeira C.A.","Rodrigues Barbosa, Jorge Felliphe (57211192640); Galvao Madeira, Charles Andrye (12238899000)","57211192640; 12238899000","PlayEduc: A conceptual framework for the development of digital educational games","2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072914064&doi=10.1109%2fICALT.2019.00038&partnerID=40&md5=f704e0407738fe57876499bfc54c5fbb","Education; Education computing; Interactive computer graphics; Students; Conceptual frameworks; Development; Digital activities; Digital games; Educational game; Framework; Teaching and learning; Undergraduate students; E-learning",""
"Miranda J.S.; de Carvalho R.L.A.; de Carvalho R.F.; Borges A.L.S.; Bottino M.A.; Özcan M.; Melo R.M.D.; Souza R.O.D.A.E.","Miranda, Jean Soares (57193010291); de Carvalho, Ronaldo Luís Almeida (57203320240); de Carvalho, Rodrigo Furtado (57212182669); Borges, Alexandre Luis S. (24476133300); Bottino, Marco Antônio (6603858894); Özcan, Mutlu (7102067681); Melo, Renata Marques de (13204779200); Souza, Rodrigo Othávio de Assunção e (57211110462)","57193010291; 57203320240; 57212182669; 24476133300; 6603858894; 7102067681; 13204779200; 57211110462","Effect of different loading pistons on stress distribution of a CAD/CAM silica-based ceramic: CAD-FEA modeling and fatigue survival analysis","2019","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063060914&doi=10.1016%2fj.jmbbm.2019.03.011&partnerID=40&md5=7417c73ddb79e124b5522c1166aa550a","Ceramics; Computer-Aided Design; Finite Element Analysis; Materials Testing; Silicon Dioxide; Surface Properties; Weight-Bearing; Bending strength; Ceramic materials; Computer aided design; Engines; Epoxy resins; Fatigue testing; Feldspar; Finite element method; Pistons; Silica; Stress analysis; Stress concentration; Stresses; epoxy resin; silicon carbide; silicon dioxide; steel; tungsten; silicon dioxide; Bending stress; Bi-axial flexural strength; Fractographic analysis; Mean time to failure; Mechanical cycling; Silica-based ceramics; Survival; Survival analysis; analysis of variance; Article; ceramics; computer aided design; computer model; finite element analysis; microtechnology; priority journal; scanning electron microscopy; stereomicroscopy; surface property; survival analysis; tensile strength; ceramics; chemistry; finite element analysis; materials testing; weight bearing; Fatigue of materials",""
"Lee Ho L.; Fernandes F.H.; Bourguignon M.","Lee Ho, Linda (57217846894); Fernandes, Fidel Henrique (57203882862); Bourguignon, Marcelo (55372187300)","57217846894; 57203882862; 55372187300","Control charts to monitor rates and proportions","2019","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053387063&doi=10.1002%2fqre.2381&partnerID=40&md5=cc088dcdebf3948b29806a88ee7ced90","Flowcharting; Probability distributions; Robustness (control systems); Average run lengths; Bernoulli; Beta distributions; Control limits; Gamma distribution; Out-of-control; Simplex distribution; Control charts","CNPq-Brazil"
"de Oro Calderon R.; Agna A.; Gomes U.U.; Schubert W.-D.","de Oro Calderon, Raquel (55355962600); Agna, Alessandra (57205510771); Gomes, Uilame Umbelino (7003490720); Schubert, Wolf-Dieter (26324390700)","55355962600; 57205510771; 7003490720; 26324390700","Phase formation in cemented carbides prepared from WC and stainless steel powder – An experimental study combined with thermodynamic calculations","2019","25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060350461&doi=10.1016%2fj.ijrmhm.2019.01.012&partnerID=40&md5=dd611145696c110ae8ca185f295f8c8f","Binary alloys; Binders; Carbide tools; Carbides; Carbon black; Chromium compounds; Iron compounds; Maraging steel; Microstructure; Nickel alloys; Sintering; Thermodynamics; Calphad; Carbon content; Cemented carbides; Phase formations; Sintered materials; Stainless steel powders; Steel properties; Thermodynamic calculations; Stainless steel","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Dos Santos J.D.B.; Bessa W.M.","Dos Santos, J.D.B. (57205455501); Bessa, W.M. (6506394388)","57205455501; 6506394388","Intelligent control for accurate position tracking of electrohydraulic actuators","2019","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060112697&doi=10.1049%2fel.2018.7218&partnerID=40&md5=faf84d9f1f78c1223ad689efff55f013","Actuators; Computational complexity; Hydraulic machinery; Hydraulics; Intelligent control; Linear control systems; Tracking (position); Adaptive neural networks; Closed-loop signals; Convergence properties; Electro-hydraulic actuator; Electro-hydraulic servo actuators; Electro-hydraulic system; Non linear control; Supervised trainings; Adaptive control systems","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Souza B.S.; Marcelino H.R.; Alexandrino F., Jr.; Urtiga S.C.C.; Silva K.C.H.; Soares D.C.F.; Egito E.S.T.","Souza, Bartolomeu S. (57218355327); Marcelino, Henrique R. (25936529300); Alexandrino, Francisco (36940841500); Urtiga, Silvana C.C. (57211015194); Silva, Karen C.H. (28268080900); Soares, Daniel C.F. (35764695700); Egito, Eryvaldo S.T. (23110510100)","57218355327; 25936529300; 36940841500; 57211015194; 28268080900; 35764695700; 23110510100","Water-in-water emulsion as a new approach to produce mesalamine-loaded xylan-based microparticles","2019","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072247472&doi=10.3390%2fapp9173519&partnerID=40&md5=0d5dac38ada3f0295cde0996648880fd","","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Macedo H.P.; Medeiros R.L.B.A.; Ilsemann J.; Melo D.M.A.; Rezwan K.; Wilhelm M.","Macedo, Heloisa P. (54886224000); Medeiros, Rodolfo L.B.A. (56272344800); Ilsemann, Jan (57203527625); Melo, Dulce M.A. (9841064200); Rezwan, Kurosch (6506376664); Wilhelm, Michaela (23974070200)","54886224000; 56272344800; 57203527625; 9841064200; 6506376664; 23974070200","Nickel-containing hybrid ceramics derived from polysiloxanes with hierarchical porosity for CO2 methanation","2019","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057201808&doi=10.1016%2fj.micromeso.2018.11.006&partnerID=40&md5=c1f3f77b20c29159c425b00ae189babe","Carbon dioxide; Catalysis; Catalysts; Ceramic materials; Driers (materials); Heptane; High resolution transmission electron microscopy; Hydrogenation; Hydrophobicity; Methanation; Particle size; Particle size analysis; Porosity; Pyrolysis; Silicones; Surface chemistry; Thermogravimetric analysis; Transmission electron microscopy; X ray powder diffraction; Complexing agents; Hierarchical porosity; High specific surface area; Hybrid ceramics; In-situ X-ray diffraction; Nickel catalyst; Polymer-derived ceramics; Pyrolysis temperature; Nickel","Brazilian Federal Agency for the Improvement of Higher Education Personnel; Deutsche Forschungsgemeinschaft, DFG, (GRK 1860); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Vitorino B.A.F.; Catunda S.Y.C.; Belfort D.R.; Freire R.C.S.","Vitorino, Bruno Augusto Ferreira (57191961380); Catunda, Sebastian Yuri C. (6602674444); Belfort, Diomadson Rodrigues (24775112000); Freire, Raimundo Carlos Silverio (15922490800)","57191961380; 6602674444; 24775112000; 15922490800","Autorange Thermal Sigma-Delta Converter for Incident Radiation Measurement","2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051399800&doi=10.1109%2fTIM.2018.2857899&partnerID=40&md5=9c4673e4793422aa927ca6b017440d3f","Bolometers; Delta modulation; Delta sigma modulation; Modulators; Radiometers; Temperature; Incident radiation; Interface circuits; Proposed architectures; Pyranometers; Sensing elements; Thermal sensors; Thermal sigma-delta; Thermo-resistive sensor; Signal to noise ratio","National Institute of Science and Technology; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Araújo-Barbosa S.; Morales M.A.","Araújo-Barbosa, S. (57194598933); Morales, M.A. (7202590326)","57194598933; 7202590326","Nanoparticles of Ni1−xCux alloys for enhanced heating in magnetic hyperthermia","2019","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061795653&doi=10.1016%2fj.jallcom.2019.02.148&partnerID=40&md5=eda1d3ed1ab7f8b5eabdcee6746b6a8e","Binary alloys; Chitosan; Copper alloys; Magnetic moments; Metal nanoparticles; Nanoparticles; Nickel; Particle size analysis; Sol-gel process; Sol-gels; Chitosan matrices; Curie transition; Effective magnetic anisotropy; Effective magnetic moments; Electron microscopy analysis; Magnetic hyperthermia; Maximum temperature; Metal alloys; Nanomagnetics",""
"Pinto J.E.M.G.; de Azevedo Dantas A.F.O.; Maitelli A.L.; da Silva Dantas A.D.O.; Dórea C.E.T.; Campos J.T.L.S.; de Castro Rego E.J.","Pinto, Jan Erik Mont Gomery (56414005500); de Azevedo Dantas, Andre Felipe Oliveira (57210356686); Maitelli, Andre Laurindo (6602549353); da Silva Dantas, Amanda Danielle Oliveira (57210360183); Dórea, Carlos Eduardo Trabucco (7004096252); Campos, João Tiago Loureiro Sousa (59275099200); de Castro Rego, Everton José (57210358887)","56414005500; 57210356686; 6602549353; 57210360183; 7004096252; 59275099200; 57210358887","PLC Implementation of Piecewise Affine PI Controller Applied to Industrial Systems with Constraints","2019","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070454894&doi=10.1007%2fs40313-019-00456-z&partnerID=40&md5=8fe36360f4b626afa2c26fb9e8ddbf21","Errors; Mean square error; Programmable logic controllers; Two term control systems; Constrained systems; Invariant set; Multi-parametric programming; PI Controller; Piecewise affine controllers; Controllers","LAUT; Potiguar University; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Universidade Federal do Rio Grande do Norte, UFRN"
"Monteiro M.F.; Moura-Neto M.H.; MacEdo G.M.; Silva G.V.; Silva D.J.; Pereira L.S.; Nascimento J.F.; Chiavone-Filho O.","Monteiro, M.F. (57211368035); Moura-Neto, M.H. (57211367881); MacEdo, G.M. (57211367492); Silva, G.V. (57211367508); Silva, D.J. (56163445600); Pereira, L.S. (57203493722); Nascimento, J.F. (53985262200); Chiavone-Filho, O. (6601905641)","57211368035; 57211367881; 57211367492; 57211367508; 56163445600; 57203493722; 53985262200; 6601905641","Thermal degradation of monoethylene glycol in aqueous saline solution: Evaluation by thermogravimetric and physicochemical analyses","2019","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073661599&doi=10.1021%2facs.iecr.9b01914&partnerID=40&md5=96a315b47d9bea118c54f9915009a0b8","Ethylene glycol; Polyols; Sodium chloride; Chloride concentrations; Flash evaporators; Monoethylene glycol; Operational conditions; Physico-chemical analysis; Salt concentration; Salt-free solution; Thermo-gravimetric; Thermogravimetric analysis","CENPES; Leopoldo Americo Miguez de Mello Research and Development Center; Leopoldo Américo Miguez de Mello Research and Development Center; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Agência Nacional do Petróleo, Gás Natural e Biocombustíveis, ANP"
"Barbosa F.F.; Pergher S.B.C.; Braga T.P.","Barbosa, Felipe Fernandes (57203914393); Pergher, Sibele B.C. (6603107199); Braga, Tiago Pinheiro (57220025234)","57203914393; 6603107199; 57220025234","Synthesis of highly stable FeCo alloy encapsulated in organized carbon from ethylbenzene using H2, CH4, C2H4 generated in situ","2019","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053494023&doi=10.1016%2fj.jallcom.2018.09.127&partnerID=40&md5=b77708240d95852412a9ae86fda7187a","Binary alloys; Chromatographic analysis; Cobalt alloys; Dehydrogenation; Ethylbenzene; Ethylene; Gas chromatography; High resolution transmission electron microscopy; Saturation magnetization; Scanning electron microscopy; Thermogravimetric analysis; Transmission electron microscopy; X ray diffraction; Ethylbenzene dehydrogenation; Fe-Co alloy; Hysteresis curve; Oxidizing atmosphere; Synthesis temperatures; Temperature range; Temperature-programmed reduction; Vibrating sample magnetometer; Iron alloys","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Chaves Lima R.; Bieseki L.; Vinaches Melguizo P.; Castellã Pergher S.B.","Chaves Lima, Rafael (57538870100); Bieseki, Lindiane (55652741100); Vinaches Melguizo, Paloma (57536813000); Castellã Pergher, Sibele Berenice (57535994900)","57538870100; 55652741100; 57536813000; 57535994900","Recipes of Some Ecofriendly Syntheses","2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126694296&doi=10.1007%2f978-3-030-19970-8_4&partnerID=40&md5=6d1ea586ded98f2c45538bc235c56ca1","Hydrothermal synthesis; Eco-friendly; Gel formation; Research groups; Rio Grande; Solid products; Variable number; Environmental protection",""
"Neto N.F.A.; Zanatta P.; Nascimento L.E.; Nascimento R.M.; Bomio M.R.D.; Motta F.V.","Neto, N.F. Andrade (57200288561); Zanatta, P. (59271505000); Nascimento, L.E. (57210705068); Nascimento, R.M. (57209328371); Bomio, M.R.D. (6508074344); Motta, F.V. (24723217600)","57200288561; 59271505000; 57210705068; 57209328371; 6508074344; 24723217600","Characterization and Photoluminescent, Photocatalytic and Antimicrobial Properties of Boron-Doped TiO2 Nanoparticles Obtained by Microwave-Assisted Solvothermic Method","2019","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062599930&doi=10.1007%2fs11664-019-07076-y&partnerID=40&md5=273b1a839e5ca4300a1405ec770d9cf0","Aromatic compounds; Boron; Escherichia coli; Field emission microscopes; Fourier transform infrared spectroscopy; Photocatalytic activity; Rietveld refinement; Scanning electron microscopy; TiO2 nanoparticles; Anti-microbial activity; Boron-doped; Boron-doped TiO2; Methylene blue dye; Microwave-assisted; Microwave-assisted solvothermic method; Photo-catalytic; Photocatalytic property; Reuse; Reuse photocatalytic; Titanium dioxide",""
"Paiva J.L.S.; da Silva J.P.; Campos A.L.P.S.; de Andrade H.D.","Paiva, José Lucas da Silva (57205490997); da Silva, José Patrocínio (8776554000); Campos, Antônio Luiz Pereira de Siqueira (16309023400); de Andrade, Humberto Dionísio (55203431500)","57205490997; 8776554000; 16309023400; 55203431500","Using metasurface structures as signal polarisers in microstrip antennas","2019","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060188402&doi=10.1049%2fiet-map.2018.5112&partnerID=40&md5=43c37f40b2dae1933eded4ee27a258ef","Antenna feeders; Circular waveguides; Electromagnetic waves; Microwave antennas; Optical instruments; Antenna feeds; Axial ratio; Design frequencies; Measured results; Metasurface; Polarisers; Rectangular-microstrip antennas; Unit cells; Microstrip antennas",""
"de Souza S.I.S.; de Bessa K.L.; Maurente A.","de Souza, Sandi Itamar Schafer (55538646700); de Bessa, Kleiber Lima (36738884700); Maurente, Andre (22634598400)","55538646700; 36738884700; 22634598400","Numerical investigation of convection in tubes with aluminium and carbon steel fins: evaluating the assumption of convective heat transfer coefficient as that for the tube without fins and relating physical processes with the optimum spacing between fins","2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061200842&doi=10.1007%2fs40430-019-1609-y&partnerID=40&md5=7510c1a251e91db60ce0da2e67e2e45c","Fins (heat exchange); Geometry; Heat transfer coefficients; Natural convection; Numerical analysis; Tubes (components); Convective heat transfer; Convective heat transfer Coefficient; Finned tube; Geometric configurations; Maximum heat transfer; Numerical investigations; Surface temperatures; Temperature differences; Heat convection","Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Costa D.G.; Damasceno A.; Silva I.","Costa, Daniel G. (35519411300); Damasceno, Adson (57524231900); Silva, Ivanovitch (36537969500)","35519411300; 57524231900; 36537969500","Cityspeed: A crowdsensing-based integrated platform for general-purpose monitoring of vehicular speeds in smart cities","2019","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067055010&doi=10.3390%2fsmartcities2010004&partnerID=40&md5=6909310251272f7dcf30c17e8e44baac","",""
"Fernandes E.M.F.; da Silva M.W.B.; da Silva Briggs L.; de Siqueira Campos A.L.P.; de Araújo H.X.; Casella I.R.S.; Capovilla C.E.; Magri Souza V.P.R.; de Matos L.J.","Fernandes, Elidiane Mirella Farias (57209687458); da Silva, Maurício Weber Benjó (57220059007); da Silva Briggs, Luciana (57209681605); de Siqueira Campos, Antonio Luiz Pereira (16309023400); de Araújo, Humberto Xavier (36865976500); Casella, Ivan Roberto Santana (7005800340); Capovilla, Carlos Eduardo (6506703324); Magri Souza, Vanessa Przybylski Ribeiro (57204960993); de Matos, Leni Joaquim (36006732600)","57209687458; 57220059007; 57209681605; 16309023400; 36865976500; 7005800340; 6506703324; 57204960993; 36006732600","2.4–5.8 GHz dual-band patch antenna with FSS reflector for radiation parameters enhancement","2019","49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068438577&doi=10.1016%2fj.aeue.2019.06.021&partnerID=40&md5=f2cec4cfe0afa76de8a2439c6076faf7","Antenna reflectors; Bandwidth; Directional patterns (antenna); Electromagnetic wave absorption; Electromagnetic wave polarization; Frequency selective surfaces; Microstrip antennas; Reflection; Slot antennas; Computational simulation; Dual-band patch antenna; Fractional bandwidths; Frequency selective surface (FSS); Industrial , scientific and medical bands; Multiple-band antennas; Pattern characteristic; Radiation parameters; Microwave antennas",""
"Soares H.C.A.G.; Rego E.J.C.; Filho E.P.L.; Maitelli A.L.; Maitelli C.W.S.P.","Soares, Harlene Cristina A. G. (58117933700); Rego, Everton José C. (58117933800); Filho, Eunízio P. L. (56717325700); Maitelli, André L. (6602549353); Maitelli, Carla Wilza S. P. (57163638400)","58117933700; 58117933800; 56717325700; 6602549353; 57163638400","MODEL PROPOSAL FOR CONTROL OF THE OPENING OF THE GAS INJECTION CHOKE IN THE CONTINUOUS GAS-LIFT METHOD","2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148866212&partnerID=40&md5=25dffba9e73a4602e3e7f16b9a1c667f","",""
"Renzetti R.A.; da Piedade Santos V.; Freitas Neto E.S.; Nakagomi F.; Corrêa M.A.; Melo A.S.; Santos D.B.; Siqueira G.O.","Renzetti, Reny Angela (8548400900); da Piedade Santos, Vanda (57205648317); Freitas Neto, Ernesto Soares (24339018500); Nakagomi, Fábio (16310141900); Corrêa, Marcio Assolin (55849443600); Melo, Acácio Silveira (57193568875); Santos, Dagoberto Brandão (56217726500); Siqueira, Guilherme Oliveira (26325141000)","8548400900; 57205648317; 24339018500; 16310141900; 55849443600; 57193568875; 56217726500; 26325141000","Initial microstructure and retained austenite in 8 Mn steel controlled by cooling rate","2019","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060931590&doi=10.1080%2f02670836.2019.1572318&partnerID=40&md5=c2403c0fb91c26a6f8fcd0686dd96473","Annealing; Austenite; High strength steel; Manganese removal (water treatment); Manganese steel; Microstructure; Saturation magnetization; Scanning electron microscopy; X ray diffraction; Air cooling; Cooling rates; Electron back scatter diffraction; Initial microstructures; Intercritical annealing; Mn trip steels; Retained austenite; Cooling","Aperam South America; CAPES foundation; Laboratório Nacional de Luz Síncrotron, LNLS, (0699)"
"Aragón M.J.; Ortiz G.F.; Lavela P.; Tirado J.L.; Oliveira J.D.C.; Motta F.V.; Bomio M.R.D.","Aragón, M.J. (57199354933); Ortiz, G.F. (57212412779); Lavela, P. (35612173600); Tirado, J.L. (7005171029); Oliveira, J.D.C. (57208055165); Motta, F.V. (24723217600); Bomio, M.R.D. (6508074344)","57199354933; 57212412779; 35612173600; 7005171029; 57208055165; 24723217600; 6508074344","On the use of guanidine hydrochloride soft template in the synthesis of Na2/3Ni1/3Mn2/3O2 cathodes for sodium-ion batteries","2019","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063682060&doi=10.1016%2fj.jallcom.2019.03.093&partnerID=40&md5=bac0eea6dbf03f194baf5ca911a64333","Cathodes; Crystallite size; Electric discharges; Electrolytes; Metal ions; Surface diffusion; Anisotropic particles; Apparent diffusion coefficient; Crystallite size and strains; Electrode/electrolyte interfaces; Guanidine hydrochloride; Impedance spectroscopy; Internal resistance; Layered oxides; Sodium-ion batteries","Materials Science and Engineering; Ministerio de Ciencia y Competitividad; PPGCEM; Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP, (2013/07296-2, INCTMN 2008/57872-1); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Ministerio de Economía y Competitividad, MINECO, (MAT2014–56470-R, MAT2017-84002-C2-1-R); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (402127/2013-7); European Regional Development Fund, FEDER; Ministerio de Economía, Industria y Competitividad, Gobierno de España, MINECO; Junta de Andalucía, (FQM288)"
"de Góis M.M.; de Paiva Araújo W.; da Silva R.B.; da Luz G.E., Jr.; Soares J.M.","de Góis, Meirielle Marques (57202131625); de Paiva Araújo, Wesley (57205545880); da Silva, Rodolfo Bezerra (57210423290); da Luz, Geraldo Eduardo (35185290700); Soares, João Maria (12902632400)","57202131625; 57205545880; 57210423290; 35185290700; 12902632400","Bi25FeO40−Fe3O4−Fe2O3 composites: Synthesis, structural characterization, magnetic and UV–visible photocatalytic properties","2019","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060481142&doi=10.1016%2fj.jallcom.2019.01.168&partnerID=40&md5=dbc8fdc35b1c62345b31ee05cd415b14","Bismuth compounds; Calcination; Coercive force; Hematite; Infrared spectrophotometers; Magnetic separation; Magnetite; Minerals; Photocatalysis; Photocatalytic activity; Scanning electron microscopy; Solid state reactions; X ray diffraction; Calcination temperature; Cylindrical structure; Photocatalytic property; Sillenites; Solid-state reaction process; Structural characterization; Temperature range; Visible spectroscopy; Saturation magnetization","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"de Medeiros G.C.S.; Maia A.G.; de Medeiros J.D.F.","de Medeiros, Giovana Cristina Santos (57207575568); Maia, Adelena Gonçalves (57192681322); de Medeiros, Joana Darc Freire (57207573387)","57207575568; 57192681322; 57207573387","Assessment of Two Different Methods in Predicting Hydrological Drought from the Perspective of Water Demand","2019","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062637264&doi=10.1007%2fs11269-019-02218-7&partnerID=40&md5=20d76d5127d18f02c15fb6ff1772ab88","Brazil; Piranhas River; Rio Grande do Norte; Ara; Characiformes; Drought; Reservoirs (water); Comprehensive analysis; Hydrologic droughts; Hydrological droughts; Resource managers; Semiarid; Storage capacity; Threshold levels; Water shortages; drought; reservoir; semiarid region; threshold; water demand; water management; water resource; water supply; Water resources","Environment and Water Resources Company; Secretaria de Estado do Meio Ambiente; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Empresa de Pesquisa Agropecuária do Rio Grande do Norte, EMPARN"
"Costa B.L.D.S.; Freitas J.C.D.O.; Melo D.M.D.A.; Araujo R.G.D.S.; Oliveira Y.H.D.; Simão C.A.","Costa, Bruno L. de S. (57194532888); Freitas, Julio C. de O. (36016617500); Melo, Dulce M. de A. (9841064200); Araujo, Romero G. da S. (57196079225); Oliveira, Yvis H. de (57517977400); Simão, Cristina A. (41461927800)","57194532888; 36016617500; 9841064200; 57196079225; 57517977400; 41461927800","Evaluation of density influence on resistance to carbonation process in oil well cement slurries","2019","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057342374&doi=10.1016%2fj.conbuildmat.2018.11.232&partnerID=40&md5=1ea124986ace832a84b6eb55e25e2a22","Carbon dioxide; Carbonation; Cementing (shafts); Corrosion; Density (specific gravity); Enhanced recovery; Gas industry; Geology; Hydration; Petroleum reservoir evaluation; Portland cement; Pressure vessels; Cementing operations; Controlled temperature; Enhanced oil recovery; Injection techniques; Oil and Gas Industry; Oil well cement slurries; Scanning electronic microscopy (SEM); Solid contents; Oil well cementing","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Universidade Federal do Rio Grande do Norte, UFRN"
